# 2022 m. kovo 30 d. 00:40:29 EEST
Accession,Date,Id,Identifiers,Infraspecies,ModificationDate,Organism,Organization,Package,PublicationDate,SampleData.BioSample.Attributes.Attribute:0.attribute_name,SampleData.BioSample.Attributes.Attribute:0.content,SampleData.BioSample.Attributes.Attribute:0.display_name,SampleData.BioSample.Attributes.Attribute:0.harmonized_name,SampleData.BioSample.Attributes.Attribute:1.attribute_name,SampleData.BioSample.Attributes.Attribute:1.content,SampleData.BioSample.Attributes.Attribute:1.display_name,SampleData.BioSample.Attributes.Attribute:1.harmonized_name,SampleData.BioSample.Attributes.Attribute:2.attribute_name,SampleData.BioSample.Attributes.Attribute:2.content,SampleData.BioSample.Attributes.Attribute:2.display_name,SampleData.BioSample.Attributes.Attribute:2.harmonized_name,SampleData.BioSample.Attributes.Attribute:3.attribute_name,SampleData.BioSample.Attributes.Attribute:3.content,SampleData.BioSample.Attributes.Attribute:3.display_name,SampleData.BioSample.Attributes.Attribute:3.harmonized_name,SampleData.BioSample.Attributes.Attribute:4.attribute_name,SampleData.BioSample.Attributes.Attribute:4.content,SampleData.BioSample.Attributes.Attribute:4.display_name,SampleData.BioSample.Attributes.Attribute:4.harmonized_name,SampleData.BioSample.Description.Organism.OrganismName,SampleData.BioSample.Description.Organism.taxonomy_id,SampleData.BioSample.Description.Organism.taxonomy_name,SampleData.BioSample.Description.Title,SampleData.BioSample.Ids.Id:0.content,SampleData.BioSample.Ids.Id:0.db,SampleData.BioSample.Ids.Id:0.is_primary,SampleData.BioSample.Ids.Id:1.content,SampleData.BioSample.Ids.Id:1.db_label,SampleData.BioSample.Links.Link.content,SampleData.BioSample.Links.Link.label,SampleData.BioSample.Links.Link.target,SampleData.BioSample.Links.Link.type,SampleData.BioSample.Models.Model,SampleData.BioSample.Owner.Contacts.Contact.Name.First,SampleData.BioSample.Owner.Contacts.Contact.Name.Last,SampleData.BioSample.Owner.Contacts.Contact.email,SampleData.BioSample.Owner.Name,SampleData.BioSample.Package.content,SampleData.BioSample.Package.display_name,SampleData.BioSample.Status.status,SampleData.BioSample.Status.when,SampleData.BioSample.access,SampleData.BioSample.accession,SampleData.BioSample.id,SampleData.BioSample.last_update,SampleData.BioSample.publication_date,SampleData.BioSample.submission_date,SortKey,SourceSample,Taxonomy,Title
SAMN26589461,2022/03/12,26589461,BioSample: SAMN26589461; Sample name: NMG-F-17,strain: NMG-F-17,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-17,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589461,BioSample,1,NMG-F-17,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.941,public,SAMN26589461,26589461,2022-03-12T13:27:43.848,2022-03-12T00:00:00.000,2022-03-12T05:08:03.940,120220312,BioSample:SAMN26589461,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589463,2022/03/12,26589463,BioSample: SAMN26589463; Sample name: NMG-F-18-2,strain: NMG-F-18-2,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-18-2,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589463,BioSample,1,NMG-F-18-2,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.968,public,SAMN26589463,26589463,2022-03-12T13:27:43.884,2022-03-12T00:00:00.000,2022-03-12T05:08:03.966,120220312,BioSample:SAMN26589463,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589460,2022/03/12,26589460,BioSample: SAMN26589460; Sample name: MNG-F-11,strain: MNG-F-11,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,MNG-F-11,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589460,BioSample,1,MNG-F-11,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.928,public,SAMN26589460,26589460,2022-03-12T13:27:43.829,2022-03-12T00:00:00.000,2022-03-12T05:08:03.926,120220312,BioSample:SAMN26589460,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589462,2022/03/12,26589462,BioSample: SAMN26589462; Sample name: NMG-F-18-1,strain: NMG-F-18-1,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-18-1,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589462,BioSample,1,NMG-F-18-1,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.954,public,SAMN26589462,26589462,2022-03-12T13:27:43.867,2022-03-12T00:00:00.000,2022-03-12T05:08:03.953,120220312,BioSample:SAMN26589462,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589458,2022/03/12,26589458,BioSample: SAMN26589458; Sample name: NMG-F-5,strain: NMG-F-5,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-5,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589458,BioSample,1,NMG-F-5,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.902,public,SAMN26589458,26589458,2022-03-12T13:27:43.792,2022-03-12T00:00:00.000,2022-03-12T05:08:03.900,120220312,BioSample:SAMN26589458,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589459,2022/03/12,26589459,BioSample: SAMN26589459; Sample name: NMG-F-9,strain: NMG-F-9,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-9,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589459,BioSample,1,NMG-F-9,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.915,public,SAMN26589459,26589459,2022-03-12T13:27:43.810,2022-03-12T00:00:00.000,2022-03-12T05:08:03.913,120220312,BioSample:SAMN26589459,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589457,2022/03/12,26589457,BioSample: SAMN26589457; Sample name: NMG-F-4,strain: NMG-F-4,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,NMG-F-4,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Inner Mongolia,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589457,BioSample,1,NMG-F-4,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.890,public,SAMN26589457,26589457,2022-03-12T13:27:43.774,2022-03-12T00:00:00.000,2022-03-12T05:08:03.890,120220312,BioSample:SAMN26589457,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589456,2022/03/12,26589456,BioSample: SAMN26589456; Sample name: JL-F-51,strain: JL-F-51,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,JL-F-51,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Jilin,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589456,BioSample,1,JL-F-51,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.879,public,SAMN26589456,26589456,2022-03-12T13:27:43.756,2022-03-12T00:00:00.000,2022-03-12T05:08:03.876,120220312,BioSample:SAMN26589456,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589454,2022/03/12,26589454,BioSample: SAMN26589454; Sample name: JL-F-29,strain: JL-F-29,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,JL-F-29,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Jilin,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589454,BioSample,1,JL-F-29,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.855,public,SAMN26589454,26589454,2022-03-12T13:27:43.720,2022-03-12T00:00:00.000,2022-03-12T05:08:03.853,120220312,BioSample:SAMN26589454,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589455,2022/03/12,26589455,BioSample: SAMN26589455; Sample name: JL-F-48-2,strain: JL-F-48-2,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,JL-F-48-2,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Jilin,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589455,BioSample,1,JL-F-48-2,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.867,public,SAMN26589455,26589455,2022-03-12T13:27:43.738,2022-03-12T00:00:00.000,2022-03-12T05:08:03.866,120220312,BioSample:SAMN26589455,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589453,2022/03/12,26589453,BioSample: SAMN26589453; Sample name: JL-F-26-1,strain: JL-F-26-1,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,JL-F-26-1,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Jilin,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589453,BioSample,1,JL-F-26-1,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.843,public,SAMN26589453,26589453,2022-03-12T13:27:43.701,2022-03-12T00:00:00.000,2022-03-12T05:08:03.840,120220312,BioSample:SAMN26589453,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589450,2022/03/12,26589450,BioSample: SAMN26589450; Sample name: JL-F-14,strain: JL-F-14,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,JL-F-14,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Jilin,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589450,BioSample,1,JL-F-14,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.802,public,SAMN26589450,26589450,2022-03-12T13:27:43.634,2022-03-12T00:00:00.000,2022-03-12T05:08:03.800,120220312,BioSample:SAMN26589450,40324,Microbe sample from Stenotrophomonas maltophilia
SAMN26589452,2022/03/12,26589452,BioSample: SAMN26589452; Sample name: JL-F-22-1,strain: JL-F-22-1,2022/03/12,Stenotrophomonas maltophilia,Department of Laboratory Medicine,Microbe; version 1.0,2022/03/12,strain,JL-F-22-1,strain,strain,host,dairy cows,host,host,collection_date,2016,collection date,collection_date,geo_loc_name,China:Jilin,geographic location,geo_loc_name,sample_type,pure culture,sample type,sample_type,Stenotrophomonas maltophilia,40324,Stenotrophomonas maltophilia,Microbe sample from Stenotrophomonas maltophilia,SAMN26589452,BioSample,1,JL-F-22-1,Sample name,814396,PRJNA814396,bioproject,entrez,Microbe, viral or environmental,Ruishan,Liu,924172261@qq.com,Department of Laboratory Medicine,Microbe.1.0,Microbe; version 1.0,live,2022-03-12T05:08:03.832,public,SAMN26589452,26589452,2022-03-12T13:27:43.678,2022-03-12T00:00:00.000,2022-03-12T05:08:03.830,120220312,BioSample:SAMN26589452,40324,Microbe sample from Stenotrophomonas maltophilia
